Date,Transaction,Name,Memo,Amount
12/21/2018,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,479.69
12/18/2018,DEBIT,COUNTER MOUNTAIN VIEW MOUNTAIN V,24765018351200161356058; 05812; 0715;,-27.57
12/18/2018,DEBIT,CAFE FALAFEL SANTA CLA,24431068352400696000191; 05812; 0715;,-9.76
12/17/2018,DEBIT,IN N OUT BURGER 176 SANTA CLA,24013398349002091693589; 05814; 0715;,-7.3
12/17/2018,DEBIT,BEST BUY 00010454 MOUNTAIN V,24399008350295002095382; 05732; 0715;,-49.03
12/13/2018,DEBIT,CALSTATEAPPLY 857-30420,24755428347153472405736; 09399; 0715;,-55
12/12/2018,DEBIT,SHELL OIL 57444212906 SANTA CLA,24316058345548642057268; 05542; 0715;,-36.57
12/11/2018,DEBIT,LYFT *RIDE SUN 7AM LYFT.COM,24492158344637412849619; 04121; 0715;,-19.25
12/11/2018,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,500
12/10/2018,DEBIT,LYFT *RIDE FRI 5PM LYFT.COM,24492158342637287896796; 04121; 0715;,-4.19
12/10/2018,DEBIT,IN N OUT BURGER 119 LOS ANGEL,24013398342001140297647; 05814; 0715;,-8.87
12/10/2018,DEBIT,SAFEWAY #1682 PALO ALTO,24431068342975014650143; 05411; 0715;,-20.91
12/10/2018,DEBIT,LYFT *RIDE SAT 10AM LYFT.COM,24492158342637322157519; 04121; 0715;,-3.67
12/10/2018,DEBIT,GONG CHA - WILSHIRE LOS ANGEL,24269798344001022693053; 05812; 0715;,-5.25
12/10/2018,DEBIT,LYFT *RIDE SUN 3AM LYFT.COM,24492158343637359078108; 04121; 0715;,-3.49
12/10/2018,DEBIT,LYFT *RIDE FRI 2PM LYFT.COM,24492158342637286142739; 04121; 0715;,-17.3
12/7/2018,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,500
12/6/2018,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,500
12/4/2018,DEBIT,CAFE FALAFEL SANTA CLA,24431068338400692000269; 05812; 0715;,-10
12/3/2018,DEBIT,AMC MERCADO 20 #0447 SANTA CLA,24610438336004036299478; 07832; 0715;,-13.19
12/3/2018,DEBIT,AMC MERCADO 20 #0447 SANTA CLA,24610438336004036299502; 07832; 0715;,-13.19
12/3/2018,DEBIT,PIZZA MY HEART - UNIVE PALO ALTO,24269798335100299619675; 05812; 0715;,-10.5
12/3/2018,DEBIT,MCDONALDS F3094 PALO ALTO,24427338336710051622148; 05814; 0715;,-10.44
12/3/2018,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,500.29
12/3/2018,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,30
11/30/2018,DEBIT,TACO BELL #28833 PALO ALTO,24431068333838007125989; 05814; 0715;,-8.48
11/29/2018,DEBIT,STUBHUB INC. 866-788-2,24492158333713206181130; 07922; 0715;,-87.22
11/29/2018,DEBIT,Amazon.com*M02ZA4E92 Amzn.com/b,24692168333100552679304; 05942; 0715;,-119.89
11/29/2018,DEBIT,Adidas_US 178-14015,24204298333000053043925; 05655; 0715;,-83.93
11/28/2018,DEBIT,CAFE FALAFEL SANTA CLA,24431068332400697000120; 05812; 0715;,-9.76
11/28/2018,DEBIT,76 - SEI 37997 PALO ALTO,24015178331005275395529; 05542; 0715;,-35.16
11/27/2018,DEBIT,ALASKA AI0272111428821 SEATTLE,24431068330824508758141; 03256; 0715;,-303.41
11/27/2018,DEBIT,CAFE FALAFEL SANTA CLA,24431068331400696000098; 05812; 0715;,-9.76
11/27/2018,DEBIT,ABC SEAFOOD RESTAURANT FOSTER CI,24270748330900012000682; 05812; 0715;,-567.85
11/26/2018,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013398329004995745253; 05814; 0715;,-9.97
11/26/2018,DEBIT,TAQUERIA EL GRULLENSE PALO ALTO,24801978330400494001481; 05812; 0715;,-12.38
11/26/2018,DEBIT,PHO TRAN VU MOUNTAIN V,24493988328207759300649; 05814; 0715;,-64.51
11/23/2018,DEBIT,TACO BELL #28833 PALO ALTO,24431068326838006225029; 05814; 0715;,-8.48
11/23/2018,DEBIT,FRY'S ELECTRONICS #3 PALO ALTO,24492158326769080979246; 05732; 0715;,-260.5
11/23/2018,DEBIT,SHARETEA SUNNYVALE,24801978326034712546542; 05999; 0715;,-9.81
11/23/2018,DEBIT,7942 OSHMAN FAMILY JEW PALO ALTO,24910168325009296497715; 07997; 0715;,-25
11/20/2018,DEBIT,SAFEWAY #2948 MOUNTAIN V,24431068323975013860456; 05411; 0715;,-19.59
11/19/2018,DEBIT,AMC MERCADO 20 #0447 SANTA CLA,24610438322004035479226; 07832; 0715;,-26.38
11/19/2018,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013398322003999527524; 05814; 0715;,-11.01
11/19/2018,DEBIT,GROCERY OUTLET OF P PALO ALTO,24427338322720030045200; 05411; 0715;,-1.99
11/19/2018,DEBIT,MILK PAIL MARKET MOUNTAIN V,24224438323101056383373; 05411; 0715;,-1.57
11/19/2018,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427338320720019950927; 05411; 0715;,-6.99
11/19/2018,DEBIT,76 - SEI 37997 PALO ALTO,24015178320003629164835; 05542; 0715;,-37.9
11/16/2018,DEBIT,CAFE FALAFEL SANTA CLA,24431068320400695000126; 05812; 0715;,-9.76
11/15/2018,DEBIT,TACO BELL #28833 PALO ALTO,24431068318838009214871; 05814; 0715;,-8.48
11/15/2018,DEBIT,STATE OF CALIF DMV INT 800-77701,24755428318163181978761; 09399; 0715;,-155
11/15/2018,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427338318720018348093; 05411; 0715;,-8.99
11/13/2018,DEBIT,WALGREENS #3344 PALO ALTO,24445008317000648481533; 05912; 0715;,-7.38
11/13/2018,DEBIT,PIZZA MY HEART - UNIVE PALO ALTO,24269798315600122648878; 05812; 0715;,-10
11/13/2018,DEBIT,TST* OLD PRO PALO ALTO,24445008314500116863396; 05812; 0715;,-34
11/13/2018,DEBIT,TEA TOP SANTA CLARA SANTA CLA,24091628315017038380376; 05499; 0715;,-5.18
11/13/2018,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013398315002408355260; 05814; 0715;,-9.37
11/13/2018,DEBIT,SAFEWAY #2948 MOUNTAIN V,24431068315975013773923; 05411; 0715;,-34.8
11/8/2018,DEBIT,TACO BELL #28833 PALO ALTO,24431068311838001167660; 05814; 0715;,-8.48
11/8/2018,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427338311720017341021; 05411; 0715;,-13.03
11/8/2018,DEBIT,AMAZON.COM*M821088E1 A AMZN.COM/,24431068312083722657769; 05942; 0715;,-22.89
11/7/2018,DEBIT,Amazon.com*M87ER3HJ0 Amzn.com/b,24692168310100451039789; 05942; 0715;,-9.25
11/6/2018,DEBIT,76 - SEI 37997 PALO ALTO,24015178309000956614676; 05542; 0715;,-37.69
11/5/2018,DEBIT,TAQUERIA EL GRULLENSE PALO ALTO,24801978308400492001440; 05812; 0715;,-12.58
11/5/2018,DEBIT,UNIQLO VALLEY FAIR #42 SANTA CLA,24435658309091529000173; 05651; 0715;,-76.26
11/5/2018,DEBIT,TAQUERIA EL GRULLENSE PALO ALTO,24801978309400493001232; 05812; 0715;,-12.1
11/5/2018,CREDIT,PAYMENT THANK YOU,WEB FUTURE; 00000; 0715;,244.96
10/30/2018,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427338302720017461622; 05411; 0715;,-10.08
10/22/2018,DEBIT,GOOGLE*TOMMO INC G.CO HELPP,24013088294040691449939; 05816; 0715;,-4.99
10/22/2018,DEBIT,GOOGLE *Tommo Inc g.co/helpp,24692168293100639446642; 05734; 0715;,-4.99
10/22/2018,DEBIT,GOOGLE *Tommo Inc g.co/helpp,24692168293100639653999; 05734; 0715;,-4.99
10/11/2018,DEBIT,AMIDRON PALO ALTO PALO ALTO,24427338283120005206290; 05542; 0715;,-26.25
10/11/2018,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427338283720018021030; 05411; 0715;,-35.96
10/10/2018,DEBIT,SAFEWAY #1682 PALO ALTO,24431068282975016410944; 05411; 0715;,-16.9
10/9/2018,DEBIT,TAQUERIA EL GRULLENSE PALO ALTO,24801978280400494001879; 05812; 0715;,-26.49
10/9/2018,DEBIT,STEAMGAMES.COM 425-889-9,24224438280105000943779; 05816; 0715;,-47.99
10/9/2018,DEBIT,SHANGHAI GARDEN CUPERTINO,24013398280001481177527; 05812; 0715;,-72.8
10/3/2018,DEBIT,TACO BELL #28833 PALO ALTO,24431068275838001906889; 05814; 0715;,-8.48
10/1/2018,DEBIT,TAQUERIA EL GRULLENSE PALO ALTO,24801978273400497000539; 05812; 0715;,-10.09
10/1/2018,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,192.83
9/25/2018,DEBIT,BENNYS TACOS SANTA MON 318-45102,24453448267132201532811; 05812; 0715;,-9.77
9/24/2018,DEBIT,NORMS LA CIENEGA 2050 W HOLLYWO,24269798267600048175699; 05812; 0715;,-72.02
9/24/2018,DEBIT,NORMS LA CIENEGA 2050 W HOLLYWO,24269798267600048175772; 05812; 0715;,-20.9
9/24/2018,DEBIT,COCO FRESH TEA & JUICE LOS ANGEL,24493988267206516600997; 05814; 0715;,-5.5
9/24/2018,DEBIT,JESSES CAMARONES LOS ANGEL,24755428264292644738886; 05812; 0715;,-27
9/24/2018,DEBIT,ADIDAS ONLINE STORE 971-234-4,24431058264083770570087; 05655; 0715;,-45.79
9/19/2018,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,1252.44
9/18/2018,DEBIT,L & L HAWAIIAN BARBECU PALO ALTO,24207858260165301211437; 05812; 0715;,-11.85
9/17/2018,DEBIT,AMIDRON PALO ALTO PALO ALTO,24427338257120005777946; 05542; 0715;,-33.77
9/14/2018,DEBIT,IGUANAS SANTA CLARA SANTA CLA,24013398256002566364048; 05812; 0715;,-9.27
9/10/2018,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013398252001828194700; 05814; 0715;,-10.63
9/10/2018,DEBIT,STEAMGAMES.COM 425-889-9,24224438253101003835115; 05816; 0715;,-7.02
9/10/2018,DEBIT,AMIDRON PALO ALTO PALO ALTO,24427338250120005545274; 05542; 0715;,-21.66
9/6/2018,DEBIT,SHC ONLINE PAYMENT PALO ALTO,24755428248162482533890; 08062; 0715;,-104.31
9/6/2018,DEBIT,SHC ONLINE PAYMENT PALO ALTO,24755428248162482533973; 08062; 0715;,-82.35
9/6/2018,DEBIT,SHC ONLINE PAYMENT PALO ALTO,24755428248162482534500; 08062; 0715;,-992.05
9/6/2018,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,336.65
9/5/2018,DEBIT,GROCERY OUTLET OF P PALO ALTO,24427338247720030331131; 05411; 0715;,-1.89
9/5/2018,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427338247720018046081; 05411; 0715;,-9.99
9/5/2018,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,336.65
9/4/2018,DEBIT,BR FACTORY.COM 2624 844-273-7,24789308246933300042496; 05651; 0715;,-35.41
9/4/2018,DEBIT,TAQUERIA EL GRULLENSE PALO ALTO,24801978247400491001262; 05812; 0715;,-17.05
9/4/2018,DEBIT,Steamgames.com42595229 425-95229,24906418246059942175547; 07994; 0715;,-9.99
9/4/2018,DEBIT,IGUANAS SANTA CLARA SANTA CLA,24013398244000110136420; 05812; 0715;,-8.18
9/4/2018,DEBIT,H MART DE ANZA LLC SAN JOSE,24224438245101040308788; 05411; 0715;,-76.66
8/31/2018,DEBIT,PAYPAL *ELEPHANTNAT 402935773,74284488242834476160261; 07999; 0715;,-380.18
8/31/2018,DEBIT,FRGN TRANS FEE-PAYPAL *ELEPHANTN,74284488242834476160261; 00000; 0715;,-3.8
8/30/2018,DEBIT,IGUANAS SANTA CLARA SANTA CLA,24013398241006230020090; 05812; 0715;,-8.72
8/30/2018,DEBIT,AMIDRON PALO ALTO PALO ALTO,24427338241120005482165; 05542; 0715;,-34.41
8/27/2018,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013398237005518357337; 05814; 0715;,-10.25
8/27/2018,DEBIT,SHELL OIL 57444213904 MOUNTAIN V,24316058238548713032752; 05542; 0715;,-27.84
8/27/2018,DEBIT,RAMEN NAGI PALO ALTO,24342858236017048849226; 05812; 0715;,-40.31
8/22/2018,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,524.99
8/21/2018,DEBIT,IN *CHARLESTON PLAZA H MOUNTAIN,24692168232100001650056; 05814; 0715;,-18.2
8/21/2018,DEBIT,IN *CHARLESTON PLAZA H MOUNTAIN,24692168232100001652029; 05814; 0715;,-20.38
8/20/2018,DEBIT,GREAT INDIAN CUISINE SANTA CLA,24431068230091979000368; 05812; 0715;,-13.07
8/20/2018,DEBIT,THE SPORTS PAGE INC MOUNTAIN V,24431068231400509002993; 05813; 0715;,-20
8/20/2018,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013398230003964167547; 05814; 0715;,-9.59
8/20/2018,DEBIT,TEA ERA CAFE 408-99698,24100858231900012771897; 05812; 0715;,-8.18
8/20/2018,DEBIT,ATI HOLDINGS LLC 630-29622,24755428231162319952163; 08099; 0715;,-22.33
8/20/2018,DEBIT,SHC ONLINE PAYMENT PALO ALTO,24755428231152316470616; 08062; 0715;,-68.41
8/20/2018,DEBIT,IGUANAS SANTA CLARA SANTA CLA,24013398229003638268294; 05812; 0715;,-8.18
8/14/2018,DEBIT,Chef Zhao Bistro MOUNTAIN V,24426298225030031647300; 05812; 0715;,-75.07
8/14/2018,DEBIT,CHIPOTLE 0801 MOUNTAIN V,24431068225200288400337; 05814; 0715;,-17.11
8/13/2018,DEBIT,AMC MERCADO 20 #0447 SANTA CLA,24610438224004035496849; 07832; 0715;,-8.58
8/13/2018,DEBIT,IN N OUT BURGER 176 SANTA CLA,24013398223002325032050; 05814; 0715;,-8.67
8/10/2018,DEBIT,AZEEM K LAKHA DMD APC PALO ALTO,24013398221001749334094; 08021; 0715;,-100
8/9/2018,DEBIT,GROCERY OUTLET OF P PALO ALTO,24427338220720031474147; 05411; 0715;,-1.89
8/9/2018,DEBIT,CAFE SALINA MILLBRAE,24717058221132219025448; 05812; 0715;,-60.85
8/8/2018,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,2095.66
8/7/2018,DEBIT,WHITINGS FOOD SANTA CRU,24497788218900019720092; 05812; 0715;,-11.98
8/7/2018,DEBIT,CALTRAIN 1016 PALO ALT PALO ALTO,24431068218073000036690; 04111; 0715;,-12
8/7/2018,DEBIT,DOLPHINRESTAURANT SANTACRUZ,24275398218900012614132; 05812; 0715;,-25.38
8/7/2018,DEBIT,AMZN Mktp US Amzn.com/b,24692168218100390156986; 05942; 0715;,-7.5
8/7/2018,DEBIT,TST* TAIWAN SHIHLIN ST MILPITAS,24445008218100125443582; 05812; 0715;,-7.62
8/6/2018,DEBIT,GET FRIED LRRK LLC SANTA CLA,24690298215030027047698; 05814; 0715;,-8.38
